"","VALP","BLD_label","BDSP","JWMNP","JWTR_label"
"20138",650000,"One-family house detached",4,30,"Car, truck, or van"
"20139",650000,"One-family house detached",4,15,"Car, truck, or van"
"20140",650000,"One-family house detached",4,25,"Car, truck, or van"
"20141",480000,"One-family house detached",4,5,"Car, truck, or van"
"20142",480000,"One-family house detached",4,7,"Car, truck, or van"
"20143",1e+05,"2 Apartments",2,30,"Car, truck, or van"
"20144",1200000,"One-family house detached",4,55,"Railroad"
"20145",1200000,"One-family house detached",4,30,"Car, truck, or van"
"20146",245000,"One-family house detached",3,20,"Car, truck, or van"
"20147",245000,"One-family house detached",3,70,"Car, truck, or van"
"20148",575000,"One-family house detached",3,15,"Car, truck, or van"
"20149",575000,"One-family house detached",3,60,"Subway or elevated"
"20150",250000,"One-family house detached",3,15,"Car, truck, or van"
"20151",250000,"One-family house detached",3,10,"Walked"
"20152",550000,"One-family house detached",3,10,"Car, truck, or van"
"20153",550000,"One-family house detached",3,20,"Car, truck, or van"
"20154",350000,"One-family house detached",2,20,"Car, truck, or van"
"20155",650000,"One-family house detached",4,60,"Car, truck, or van"
"20156",195000,"20-49 Apartments",2,30,"Car, truck, or van"
"20157",4e+05,"One-family house detached",4,60,"Walked"
"20158",4e+05,"One-family house detached",4,30,"Car, truck, or van"
"20159",3e+05,"One-family house detached",3,30,"Car, truck, or van"
"20160",701000,"One-family house detached",3,60,"Car, truck, or van"
"20161",550000,"One-family house detached",2,35,"Car, truck, or van"
"20162",3e+05,"One-family house detached",3,8,"Car, truck, or van"
"20163",1200000,"One-family house detached",5,40,"Car, truck, or van"
"20164",1200000,"One-family house detached",5,45,"Car, truck, or van"
"20165",5e+05,"One-family house detached",4,10,"Other method"
"20166",5e+05,"One-family house detached",4,20,"Car, truck, or van"
"20167",5e+05,"One-family house detached",4,15,"Car, truck, or van"
"20168",105000,"2 Apartments",4,4,"Car, truck, or van"
"20169",280000,"One-family house detached",4,60,"Car, truck, or van"
"20170",280000,"One-family house detached",4,30,"Walked"
"20171",4e+05,"One-family house detached",3,60,"Car, truck, or van"
"20172",4e+05,"One-family house detached",3,80,"Car, truck, or van"
"20173",145000,"One-family house attached",2,20,"Car, truck, or van"
"20174",9e+05,"50 or more apartments",1,40,"Car, truck, or van"
"20175",340000,"3-4 Apartments",2,10,"Bicycle"
"20176",325000,"One-family house detached",3,30,"Car, truck, or van"
"20177",325000,"One-family house detached",3,25,"Car, truck, or van"
"20178",325000,"One-family house detached",3,15,"Car, truck, or van"
"20179",4e+05,"One-family house detached",4,30,"Car, truck, or van"
"20180",4e+05,"One-family house detached",4,20,"Car, truck, or van"
"20181",4e+05,"One-family house detached",4,7,"Car, truck, or van"
"20182",5e+05,"3-4 Apartments",1,60,"Subway or elevated"
"20183",150000,"One-family house detached",3,20,"Car, truck, or van"
"20184",150000,"One-family house detached",3,15,"Car, truck, or van"
"20185",375000,"5-9 Apartments",3,70,"Car, truck, or van"
"20186",375000,"5-9 Apartments",3,30,"Car, truck, or van"
"20187",725000,"One-family house detached",4,15,"Car, truck, or van"
"20188",725000,"One-family house detached",4,30,"Car, truck, or van"
"20189",450000,"One-family house detached",3,30,"Car, truck, or van"
"20190",450000,"One-family house detached",3,30,"Car, truck, or van"
"20191",450000,"One-family house detached",3,60,"Car, truck, or van"
"20192",450000,"One-family house detached",3,12,"Car, truck, or van"
"20193",4e+05,"One-family house detached",3,45,"Car, truck, or van"
"20194",4e+05,"One-family house detached",3,45,"Car, truck, or van"
"20195",420000,"50 or more apartments",2,40,"Car, truck, or van"
"20196",420000,"50 or more apartments",2,20,"Car, truck, or van"
"20197",2e+05,"One-family house detached",3,40,"Car, truck, or van"
"20198",2e+05,"One-family house detached",3,60,"Car, truck, or van"
"20199",799000,"One-family house detached",3,75,"Car, truck, or van"
"20200",135000,"One-family house detached",3,30,"Car, truck, or van"
"20201",135000,"One-family house detached",3,5,"Car, truck, or van"
"20202",350000,"One-family house detached",2,45,"Car, truck, or van"
"20203",350000,"One-family house detached",2,10,"Walked"
"20204",218000,"50 or more apartments",2,40,"Car, truck, or van"
"20205",350000,"2 Apartments",3,30,"Car, truck, or van"
"20206",850000,"One-family house detached",3,60,"Car, truck, or van"
"20207",350000,"One-family house detached",4,30,"Car, truck, or van"
"20208",385000,"One-family house detached",3,20,"Car, truck, or van"
"20209",650000,"One-family house detached",4,40,"Car, truck, or van"
"20210",650000,"One-family house detached",4,75,"Car, truck, or van"
"20211",1500000,"One-family house detached",4,30,"Car, truck, or van"
"20212",330000,"One-family house detached",3,12,"Car, truck, or van"
"20213",510000,"One-family house detached",2,46,"Railroad"
"20214",250000,"One-family house detached",3,45,"Car, truck, or van"
"20215",5e+05,"3-4 Apartments",3,33,"Bus or trolley bus"
"20216",5e+05,"3-4 Apartments",3,45,"Car, truck, or van"
"20217",4e+05,"One-family house attached",2,60,"Car, truck, or van"
"20218",350000,"One-family house detached",3,1,"Car, truck, or van"
"20219",350000,"One-family house detached",3,1,"Car, truck, or van"
"20220",1300000,"One-family house detached",3,60,"Car, truck, or van"
"20221",1300000,"One-family house detached",3,25,"Car, truck, or van"
"20222",5e+05,"3-4 Apartments",2,28,"Car, truck, or van"
"20223",5e+05,"3-4 Apartments",2,12,"Walked"
"20224",180000,"One-family house detached",3,20,"Car, truck, or van"
"20225",180000,"One-family house detached",3,10,"Car, truck, or van"
"20226",6e+05,"One-family house detached",1,45,"Car, truck, or van"
"20227",6e+05,"One-family house detached",1,60,"Car, truck, or van"
"20228",350000,"One-family house detached",4,30,"Car, truck, or van"
"20229",350000,"One-family house detached",4,10,"Car, truck, or van"
"20230",375000,"One-family house detached",3,10,"Car, truck, or van"
"20231",375000,"One-family house detached",3,6,"Car, truck, or van"
"20232",825000,"One-family house detached",4,40,"Car, truck, or van"
"20233",825000,"One-family house detached",4,30,"Car, truck, or van"
"20234",650000,"2 Apartments",3,30,"Car, truck, or van"
"20235",325000,"One-family house attached",3,13,"Car, truck, or van"
"20236",2e+05,"One-family house detached",4,40,"Car, truck, or van"
"20237",2e+05,"One-family house detached",4,45,"Car, truck, or van"
"20238",2e+05,"One-family house detached",4,144,"Car, truck, or van"
"20239",340000,"One-family house detached",3,80,"Subway or elevated"
"20240",340000,"One-family house detached",3,35,"Car, truck, or van"
"20241",850000,"One-family house detached",3,40,"Car, truck, or van"
"20242",980000,"One-family house detached",3,10,"Car, truck, or van"
"20243",980000,"One-family house detached",3,30,"Car, truck, or van"
"20244",1200000,"20-49 Apartments",0,15,"Car, truck, or van"
"20245",715000,"3-4 Apartments",1,40,"Car, truck, or van"
"20246",715000,"3-4 Apartments",1,20,"Car, truck, or van"
"20247",675000,"One-family house detached",4,100,"Car, truck, or van"
"20248",675000,"One-family house detached",4,45,"Car, truck, or van"
"20249",450000,"One-family house detached",3,20,"Car, truck, or van"
"20250",450000,"One-family house detached",3,30,"Car, truck, or van"
"20251",70000,"One-family house detached",3,45,"Car, truck, or van"
"20252",1500000,"2 Apartments",5,20,"Car, truck, or van"
"20253",1500000,"2 Apartments",5,7,"Walked"
"20254",1100000,"50 or more apartments",2,15,"Walked"
"20255",570000,"One-family house detached",4,40,"Car, truck, or van"
"20256",570000,"One-family house detached",4,90,"Car, truck, or van"
"20257",650000,"One-family house detached",2,60,"Car, truck, or van"
"20258",650000,"One-family house detached",2,20,"Car, truck, or van"
"20259",7e+05,"One-family house detached",4,45,"Car, truck, or van"
"20260",7e+05,"One-family house detached",4,144,"Car, truck, or van"
"20261",4e+05,"2 Apartments",3,20,"Car, truck, or van"
"20262",4e+05,"2 Apartments",3,10,"Car, truck, or van"
"20263",5e+05,"One-family house detached",4,20,"Car, truck, or van"
"20264",1e+06,"One-family house detached",4,25,"Car, truck, or van"
"20265",1e+06,"One-family house detached",4,35,"Car, truck, or van"
"20266",1e+06,"One-family house detached",4,45,"Car, truck, or van"
"20267",270000,"One-family house attached",1,1,"Car, truck, or van"
"20268",270000,"One-family house attached",1,60,"Car, truck, or van"
"20269",250000,"One-family house detached",3,60,"Car, truck, or van"
"20270",250000,"One-family house detached",3,30,"Car, truck, or van"
"20271",3e+05,"10-19 Apartments",2,60,"Car, truck, or van"
"20272",3e+05,"One-family house detached",4,30,"Car, truck, or van"
"20273",3e+05,"One-family house detached",4,30,"Car, truck, or van"
"20274",9e+05,"One-family house detached",4,35,"Car, truck, or van"
"20275",9e+05,"One-family house detached",4,15,"Car, truck, or van"
"20276",650000,"One-family house detached",3,60,"Subway or elevated"
"20277",650000,"One-family house detached",3,45,"Subway or elevated"
"20278",550000,"10-19 Apartments",1,15,"Walked"
"20279",550000,"10-19 Apartments",1,20,"Subway or elevated"
"20280",350000,"One-family house detached",3,40,"Car, truck, or van"
"20281",350000,"One-family house detached",3,40,"Car, truck, or van"
"20282",2e+05,"20-49 Apartments",2,15,"Car, truck, or van"
"20283",2e+05,"20-49 Apartments",2,20,"Car, truck, or van"
"20284",80000,"One-family house detached",3,10,"Car, truck, or van"
"20285",80000,"One-family house detached",3,15,"Car, truck, or van"
"20286",350000,"One-family house detached",3,20,"Car, truck, or van"
"20287",350000,"One-family house detached",3,30,"Car, truck, or van"
"20288",550000,"2 Apartments",2,20,"Railroad"
"20289",550000,"2 Apartments",2,20,"Car, truck, or van"
"20290",550000,"2 Apartments",2,20,"Car, truck, or van"
"20291",1300000,"One-family house detached",5,60,"Ferryboat"
"20292",4e+05,"One-family house detached",3,60,"Car, truck, or van"
"20293",7e+05,"One-family house detached",4,20,"Car, truck, or van"
"20294",7e+05,"One-family house detached",4,30,"Railroad"
"20295",130000,"One-family house detached",3,30,"Car, truck, or van"
"20296",130000,"One-family house detached",3,10,"Car, truck, or van"
"20297",130000,"One-family house detached",3,30,"Car, truck, or van"
"20298",130000,"One-family house detached",3,20,"Car, truck, or van"
"20299",575000,"One-family house detached",4,15,"Car, truck, or van"
"20300",575000,"One-family house detached",4,20,"Car, truck, or van"
"20301",192000,"One-family house detached",3,25,"Subway or elevated"
"20302",5e+05,"3-4 Apartments",2,15,"Car, truck, or van"
"20303",4e+05,"One-family house detached",3,15,"Car, truck, or van"
"20304",4e+05,"One-family house detached",3,30,"Car, truck, or van"
"20305",950000,"One-family house detached",5,10,"Car, truck, or van"
"20306",950000,"One-family house detached",5,15,"Car, truck, or van"
"20307",155000,"One-family house detached",3,15,"Car, truck, or van"
"20308",1e+06,"One-family house detached",4,10,"Car, truck, or van"
"20309",1e+06,"One-family house detached",4,12,"Car, truck, or van"
"20310",1e+06,"One-family house detached",4,45,"Car, truck, or van"
"20311",5e+05,"One-family house detached",4,24,"Car, truck, or van"
"20312",395000,"One-family house detached",2,12,"Car, truck, or van"
"20313",9e+05,"One-family house detached",4,60,"Car, truck, or van"
"20314",9e+05,"One-family house detached",4,60,"Car, truck, or van"
"20315",3e+05,"One-family house detached",4,30,"Car, truck, or van"
"20316",3e+05,"One-family house detached",4,15,"Car, truck, or van"
"20317",3e+05,"One-family house detached",4,25,"Car, truck, or van"
"20318",3e+05,"One-family house detached",4,20,"Car, truck, or van"
"20319",270000,"One-family house detached",2,10,"Car, truck, or van"
"20320",3e+05,"One-family house detached",3,15,"Car, truck, or van"
"20321",575000,"One-family house detached",4,20,"Car, truck, or van"
"20322",180000,"2 Apartments",4,10,"Car, truck, or van"
"20323",180000,"2 Apartments",4,5,"Car, truck, or van"
"20324",180000,"2 Apartments",4,5,"Car, truck, or van"
"20325",43000,"One-family house detached",3,50,"Car, truck, or van"
"20326",43000,"One-family house detached",3,60,"Car, truck, or van"
"20327",475000,"One-family house detached",4,7,"Car, truck, or van"
"20328",450000,"One-family house detached",3,30,"Car, truck, or van"
"20329",450000,"One-family house detached",3,15,"Car, truck, or van"
"20330",450000,"One-family house detached",3,15,"Car, truck, or van"
"20331",8e+05,"One-family house detached",3,10,"Car, truck, or van"
"20332",8e+05,"One-family house detached",3,5,"Car, truck, or van"
"20333",380000,"One-family house detached",3,20,"Car, truck, or van"
"20334",450000,"One-family house detached",4,10,"Car, truck, or van"
"20335",450000,"One-family house detached",4,30,"Car, truck, or van"
"20336",350000,"One-family house detached",3,10,"Car, truck, or van"
"20337",265000,"One-family house detached",3,105,"Railroad"
"20338",5e+05,"One-family house detached",4,10,"Car, truck, or van"
"20339",850000,"One-family house detached",4,5,"Walked"
"20340",850000,"One-family house detached",4,60,"Railroad"
"20341",275000,"One-family house detached",3,30,"Car, truck, or van"
"20342",1100000,"One-family house attached",3,30,"Subway or elevated"
"20343",230000,"2 Apartments",3,10,"Car, truck, or van"
"20344",2e+05,"3-4 Apartments",1,35,"Car, truck, or van"
"20345",450000,"One-family house detached",3,60,"Car, truck, or van"
"20346",4e+05,"One-family house detached",3,10,"Car, truck, or van"
"20347",4e+05,"One-family house detached",3,20,"Car, truck, or van"
"20348",4e+05,"One-family house detached",3,50,"Railroad"
"20349",3e+05,"One-family house detached",4,25,"Car, truck, or van"
"20350",3e+05,"One-family house detached",4,30,"Car, truck, or van"
"20351",1200000,"One-family house detached",4,3,"Car, truck, or van"
"20352",2e+05,"One-family house attached",3,25,"Car, truck, or van"
"20353",2e+05,"One-family house attached",3,15,"Car, truck, or van"
"20354",185000,"2 Apartments",2,10,"Car, truck, or van"
"20355",240000,"One-family house detached",3,30,"Car, truck, or van"
"20356",240000,"One-family house detached",3,30,"Car, truck, or van"
"20357",450000,"One-family house detached",4,45,"Car, truck, or van"
"20358",450000,"One-family house detached",4,45,"Car, truck, or van"
"20359",450000,"One-family house detached",4,45,"Car, truck, or van"
"20360",2e+05,"One-family house attached",3,30,"Car, truck, or van"
"20361",2e+05,"One-family house attached",3,30,"Car, truck, or van"
"20362",1400000,"One-family house attached",3,30,"Car, truck, or van"
"20363",9e+05,"One-family house detached",4,60,"Car, truck, or van"
"20364",9e+05,"One-family house detached",4,20,"Car, truck, or van"
"20365",2e+05,"One-family house detached",2,144,"Other method"
"20366",1200000,"One-family house detached",4,15,"Car, truck, or van"
"20367",1200000,"One-family house detached",4,10,"Walked"
"20368",3e+05,"One-family house detached",2,20,"Car, truck, or van"
"20369",310000,"2 Apartments",3,25,"Car, truck, or van"
"20370",950000,"50 or more apartments",3,36,"Car, truck, or van"
"20371",6e+05,"One-family house detached",3,40,"Car, truck, or van"
"20372",6e+05,"One-family house detached",3,70,"Car, truck, or van"
"20373",6e+05,"One-family house detached",3,40,"Railroad"
"20374",6e+05,"One-family house detached",3,15,"Car, truck, or van"
"20375",560000,"One-family house detached",3,60,"Car, truck, or van"
"20376",560000,"One-family house detached",3,30,"Car, truck, or van"
"20377",650000,"One-family house attached",3,45,"Car, truck, or van"
"20378",650000,"One-family house attached",3,15,"Car, truck, or van"
"20379",650000,"One-family house attached",3,5,"Car, truck, or van"
"20380",7e+05,"One-family house detached",3,50,"Railroad"
"20381",270000,"One-family house detached",2,45,"Car, truck, or van"
"20382",270000,"One-family house detached",2,60,"Car, truck, or van"
"20383",650000,"One-family house detached",4,25,"Car, truck, or van"
"20384",650000,"One-family house detached",4,15,"Car, truck, or van"
"20385",450000,"One-family house detached",3,15,"Car, truck, or van"
"20386",450000,"One-family house detached",3,25,"Car, truck, or van"
"20387",450000,"One-family house detached",3,1,"Car, truck, or van"
"20388",450000,"One-family house detached",3,1,"Car, truck, or van"
"20389",4e+05,"One-family house detached",3,60,"Car, truck, or van"
"20390",4e+05,"One-family house detached",3,15,"Car, truck, or van"
"20391",5e+05,"2 Apartments",4,60,"Car, truck, or van"
"20392",5e+05,"2 Apartments",4,60,"Car, truck, or van"
"20393",5e+05,"2 Apartments",4,45,"Car, truck, or van"
"20394",390000,"One-family house detached",2,30,"Car, truck, or van"
"20395",390000,"One-family house detached",2,20,"Car, truck, or van"
"20396",4e+05,"One-family house detached",3,25,"Car, truck, or van"
"20397",4e+05,"One-family house detached",3,30,"Car, truck, or van"
"20398",420000,"One-family house detached",4,25,"Car, truck, or van"
"20399",420000,"One-family house detached",4,15,"Car, truck, or van"
"20400",375000,"One-family house detached",2,20,"Car, truck, or van"
"20401",375000,"One-family house detached",2,45,"Subway or elevated"
"20402",375000,"One-family house detached",2,45,"Subway or elevated"
"20403",2e+05,"One-family house detached",3,15,"Car, truck, or van"
"20404",165000,"One-family house detached",4,25,"Car, truck, or van"
"20405",450000,"One-family house detached",4,10,"Car, truck, or van"
"20406",450000,"One-family house detached",4,20,"Car, truck, or van"
"20407",425000,"One-family house detached",3,5,"Car, truck, or van"
"20408",425000,"One-family house detached",3,30,"Car, truck, or van"
"20409",5e+05,"One-family house detached",3,30,"Car, truck, or van"
"20410",5e+05,"One-family house detached",3,10,"Car, truck, or van"
"20411",5e+05,"One-family house detached",3,10,"Car, truck, or van"
"20412",5e+05,"One-family house detached",3,10,"Car, truck, or van"
"20413",350000,"One-family house attached",2,20,"Car, truck, or van"
"20414",475000,"One-family house detached",3,15,"Car, truck, or van"
"20415",475000,"One-family house detached",3,20,"Car, truck, or van"
"20416",5e+05,"One-family house detached",3,20,"Car, truck, or van"
"20417",5e+05,"One-family house detached",3,25,"Car, truck, or van"
"20418",275000,"One-family house detached",4,30,"Car, truck, or van"
"20419",275000,"One-family house detached",4,55,"Car, truck, or van"
"20420",260000,"One-family house detached",3,7,"Car, truck, or van"
"20421",260000,"One-family house detached",3,60,"Car, truck, or van"
"20422",235000,"One-family house detached",2,10,"Car, truck, or van"
"20423",235000,"One-family house detached",2,20,"Car, truck, or van"
"20424",250000,"3-4 Apartments",2,80,"Car, truck, or van"
"20425",650000,"One-family house detached",4,45,"Car, truck, or van"
"20426",275000,"One-family house detached",4,144,"Railroad"
"20427",3e+05,"One-family house detached",3,60,"Car, truck, or van"
"20428",3e+05,"One-family house detached",3,10,"Walked"
"20429",8e+05,"2 Apartments",2,45,"Car, truck, or van"
"20430",5e+05,"One-family house detached",2,60,"Car, truck, or van"
"20431",5e+05,"One-family house detached",2,80,"Car, truck, or van"
"20432",6e+05,"One-family house detached",4,2,"Walked"
"20433",6e+05,"One-family house detached",4,2,"Walked"
"20434",5e+05,"One-family house detached",4,15,"Car, truck, or van"
"20435",5e+05,"One-family house detached",4,15,"Car, truck, or van"
"20436",5e+05,"One-family house detached",4,15,"Car, truck, or van"
"20437",2e+06,"One-family house detached",5,90,"Railroad"
"20438",250000,"5-9 Apartments",2,20,"Car, truck, or van"
"20439",4e+05,"One-family house detached",3,20,"Car, truck, or van"
"20440",4e+05,"One-family house detached",3,45,"Car, truck, or van"
"20441",4e+05,"One-family house detached",3,20,"Car, truck, or van"
"20442",8e+05,"One-family house detached",4,30,"Car, truck, or van"
"20443",375000,"One-family house detached",3,15,"Other method"
"20444",375000,"One-family house detached",3,90,"Other method"
"20445",1e+06,"One-family house detached",3,40,"Subway or elevated"
"20446",1e+06,"One-family house detached",3,1,"Walked"
"20447",350000,"One-family house detached",3,30,"Car, truck, or van"
"20448",1200000,"One-family house detached",3,75,"Car, truck, or van"
"20449",1200000,"One-family house detached",3,30,"Car, truck, or van"
"20450",3e+05,"One-family house detached",5,60,"Car, truck, or van"
"20451",425000,"One-family house detached",4,5,"Car, truck, or van"
"20452",425000,"One-family house detached",4,10,"Car, truck, or van"
"20453",190000,"One-family house detached",4,30,"Car, truck, or van"
"20454",190000,"One-family house detached",4,30,"Car, truck, or van"
"20455",4441000,"One-family house detached",2,30,"Car, truck, or van"
"20456",350000,"One-family house detached",4,20,"Car, truck, or van"
"20457",350000,"One-family house detached",4,20,"Car, truck, or van"
"20458",1100000,"One-family house detached",5,35,"Car, truck, or van"
"20459",1400000,"One-family house detached",4,24,"Car, truck, or van"
"20460",1400000,"One-family house detached",4,20,"Car, truck, or van"
"20461",1400000,"One-family house detached",4,17,"Car, truck, or van"
"20462",690000,"One-family house detached",4,15,"Car, truck, or van"
"20463",3e+05,"One-family house detached",2,50,"Bus or trolley bus"
"20464",1075000,"3-4 Apartments",2,25,"Car, truck, or van"
"20465",6e+05,"One-family house detached",4,10,"Car, truck, or van"
"20466",360000,"5-9 Apartments",3,60,"Car, truck, or van"
"20467",360000,"5-9 Apartments",3,80,"Railroad"
"20468",155000,"3-4 Apartments",2,50,"Car, truck, or van"
"20469",225000,"5-9 Apartments",2,20,"Bus or trolley bus"
"20470",225000,"5-9 Apartments",2,20,"Bus or trolley bus"
"20471",450000,"One-family house detached",4,30,"Car, truck, or van"
"20472",450000,"One-family house detached",4,40,"Car, truck, or van"
"20473",450000,"One-family house detached",4,15,"Car, truck, or van"
"20474",450000,"One-family house detached",4,90,"Railroad"
"20475",450000,"One-family house detached",4,10,"Car, truck, or van"
"20476",290000,"One-family house detached",2,20,"Car, truck, or van"
"20477",290000,"One-family house detached",2,20,"Car, truck, or van"
"20478",410000,"One-family house detached",3,45,"Car, truck, or van"
"20479",410000,"One-family house detached",3,20,"Car, truck, or van"
"20480",520000,"One-family house detached",3,60,"Car, truck, or van"
"20481",520000,"One-family house detached",3,35,"Car, truck, or van"
"20482",7e+05,"One-family house detached",3,50,"Car, truck, or van"
"20483",275000,"One-family house detached",4,25,"Car, truck, or van"
"20484",275000,"One-family house detached",4,25,"Car, truck, or van"
"20485",340000,"One-family house detached",3,22,"Car, truck, or van"
"20486",340000,"One-family house detached",3,90,"Car, truck, or van"
"20487",230000,"One-family house detached",5,35,"Car, truck, or van"
"20488",230000,"One-family house detached",5,15,"Car, truck, or van"
"20489",6e+05,"One-family house attached",5,25,"Car, truck, or van"
"20490",6e+05,"One-family house attached",5,20,"Car, truck, or van"
"20491",6e+05,"One-family house attached",5,25,"Car, truck, or van"
"20492",6e+05,"One-family house detached",4,10,"Car, truck, or van"
"20493",6e+05,"One-family house detached",4,20,"Car, truck, or van"
"20494",2e+05,"One-family house detached",2,20,"Car, truck, or van"
"20495",2e+05,"One-family house detached",2,20,"Car, truck, or van"
"20496",9e+05,"One-family house detached",4,30,"Car, truck, or van"
"20497",210000,"One-family house detached",3,25,"Car, truck, or van"
"20498",210000,"One-family house detached",3,28,"Car, truck, or van"
"20499",4e+05,"3-4 Apartments",2,25,"Subway or elevated"
"20500",4e+05,"3-4 Apartments",2,40,"Subway or elevated"
"20501",975000,"One-family house detached",3,60,"Subway or elevated"
"20502",292000,"One-family house detached",2,25,"Car, truck, or van"
"20503",292000,"One-family house detached",2,10,"Car, truck, or van"
"20504",315000,"50 or more apartments",2,80,"Car, truck, or van"
"20505",315000,"50 or more apartments",2,30,"Car, truck, or van"
"20506",1500000,"One-family house detached",4,30,"Railroad"
"20507",1500000,"One-family house detached",4,45,"Car, truck, or van"
"20508",180000,"One-family house detached",3,40,"Car, truck, or van"
"20509",180000,"One-family house detached",3,30,"Car, truck, or van"
"20510",240000,"One-family house detached",4,30,"Car, truck, or van"
"20511",172000,"One-family house detached",3,15,"Car, truck, or van"
"20512",172000,"One-family house detached",3,30,"Car, truck, or van"
"20513",9e+05,"One-family house detached",5,60,"Car, truck, or van"
"20514",640000,"One-family house detached",4,45,"Car, truck, or van"
"20515",350000,"One-family house detached",3,10,"Car, truck, or van"
"20516",350000,"One-family house detached",3,15,"Car, truck, or van"
"20517",350000,"One-family house detached",3,35,"Car, truck, or van"
"20518",1600000,"One-family house detached",4,15,"Car, truck, or van"
"20519",1600000,"One-family house detached",4,30,"Car, truck, or van"
"20520",4e+05,"One-family house detached",3,40,"Car, truck, or van"
"20521",4e+05,"One-family house detached",3,10,"Car, truck, or van"
"20522",160000,"One-family house detached",3,60,"Car, truck, or van"
"20523",160000,"One-family house detached",3,30,"Car, truck, or van"
"20524",1050000,"One-family house detached",5,27,"Car, truck, or van"
"20525",4e+05,"One-family house detached",1,7,"Car, truck, or van"
"20526",250000,"One-family house detached",3,80,"Car, truck, or van"
"20527",1100000,"5-9 Apartments",4,15,"Bicycle"
"20528",1100000,"5-9 Apartments",4,60,"Bus or trolley bus"
"20529",225000,"One-family house detached",3,5,"Car, truck, or van"
"20530",350000,"One-family house detached",4,25,"Car, truck, or van"
"20531",355000,"One-family house detached",3,55,"Car, truck, or van"
"20532",535000,"One-family house detached",3,30,"Car, truck, or van"
"20533",535000,"One-family house detached",3,45,"Car, truck, or van"
"20534",535000,"One-family house detached",3,3,"Car, truck, or van"
"20535",3e+05,"One-family house detached",3,15,"Car, truck, or van"
"20536",3e+05,"One-family house detached",3,65,"Car, truck, or van"
"20537",750000,"One-family house detached",3,65,"Bicycle"
"20538",750000,"One-family house detached",3,15,"Car, truck, or van"
"20539",350000,"One-family house detached",4,30,"Car, truck, or van"
"20540",450000,"50 or more apartments",2,35,"Car, truck, or van"
"20541",1e+06,"One-family house detached",3,30,"Car, truck, or van"
"20542",1e+06,"One-family house detached",3,20,"Car, truck, or van"
"20543",6e+05,"One-family house detached",4,10,"Car, truck, or van"
"20544",6e+05,"One-family house detached",4,45,"Car, truck, or van"
"20545",6e+05,"20-49 Apartments",1,20,"Car, truck, or van"
"20546",6e+05,"20-49 Apartments",1,15,"Car, truck, or van"
"20547",250000,"One-family house detached",3,55,"Car, truck, or van"
"20548",250000,"One-family house detached",3,30,"Car, truck, or van"
"20549",175000,"One-family house attached",2,15,"Car, truck, or van"
"20550",320000,"One-family house detached",2,45,"Car, truck, or van"
"20551",320000,"One-family house detached",2,50,"Car, truck, or van"
"20552",240000,"One-family house detached",2,40,"Car, truck, or van"
"20553",220000,"3-4 Apartments",3,50,"Car, truck, or van"
"20554",220000,"3-4 Apartments",3,60,"Car, truck, or van"
"20555",95000,"One-family house detached",3,15,"Car, truck, or van"
"20556",160000,"One-family house attached",2,5,"Car, truck, or van"
"20557",160000,"One-family house attached",2,15,"Car, truck, or van"
"20558",350000,"One-family house detached",3,15,"Car, truck, or van"
"20559",436000,"One-family house detached",3,45,"Car, truck, or van"
"20560",360000,"One-family house detached",3,30,"Car, truck, or van"
"20561",360000,"One-family house detached",3,30,"Car, truck, or van"
"20562",2e+05,"One-family house detached",3,100,"Car, truck, or van"
"20563",2e+05,"One-family house detached",3,2,"Car, truck, or van"
"20564",254000,"One-family house detached",3,10,"Car, truck, or van"
"20565",254000,"One-family house detached",3,10,"Car, truck, or van"
"20566",254000,"One-family house detached",3,20,"Walked"
"20567",254000,"One-family house detached",3,5,"Car, truck, or van"
"20568",290000,"One-family house detached",4,15,"Car, truck, or van"
"20569",290000,"One-family house detached",4,30,"Car, truck, or van"
"20570",430000,"One-family house detached",4,20,"Car, truck, or van"
"20571",4e+05,"One-family house detached",4,25,"Car, truck, or van"
"20572",147000,"One-family house detached",3,15,"Car, truck, or van"
"20573",147000,"One-family house detached",3,15,"Car, truck, or van"
"20574",4e+05,"One-family house detached",3,12,"Car, truck, or van"
"20575",6e+05,"One-family house detached",2,5,"Car, truck, or van"
"20576",950000,"One-family house detached",3,15,"Walked"
"20577",950000,"One-family house detached",3,10,"Car, truck, or van"
"20578",450000,"2 Apartments",4,15,"Car, truck, or van"
"20579",617000,"One-family house detached",4,60,"Railroad"
"20580",617000,"One-family house detached",4,90,"Railroad"
"20581",580000,"One-family house detached",4,58,"Car, truck, or van"
"20582",580000,"One-family house detached",4,58,"Car, truck, or van"
"20583",7e+05,"One-family house detached",4,30,"Other method"
"20584",8e+05,"One-family house detached",3,20,"Car, truck, or van"
"20585",6e+05,"One-family house detached",4,90,"Railroad"
"20586",4e+05,"One-family house detached",2,30,"Car, truck, or van"
"20587",4e+05,"One-family house detached",2,45,"Car, truck, or van"
"20588",310000,"One-family house detached",3,70,"Car, truck, or van"
"20589",310000,"One-family house detached",3,15,"Car, truck, or van"
"20590",310000,"One-family house detached",3,65,"Subway or elevated"
"20591",450000,"One-family house detached",5,10,"Car, truck, or van"
"20592",225000,"One-family house detached",2,10,"Car, truck, or van"
"20593",259000,"One-family house detached",3,15,"Car, truck, or van"
"20594",375000,"One-family house detached",3,25,"Car, truck, or van"
"20595",375000,"One-family house detached",3,45,"Car, truck, or van"
